"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ASV"
"ASV896",2.36120175886693,4.88435850351085,3.65709416915355,1.33558455910403,NA,NA,"ASV896"
"ASV897",2.06562145036171,4.69300787746271,3.6096567218797,1.3001258122459,0.193557852162567,1,"ASV897"
"ASV899",2.18091883611649,0.0968976221475055,3.5715434943421,0.0271304611860409,0.978355679184835,1,"ASV899"
"ASV901",2.46243198650864,1.16832150090169,2.23388252969016,0.523000419840221,0.600973961082473,1,"ASV901"
"ASV902",2.82448947228469,-2.00661640210791,2.05531437672266,-0.976306313444661,0.328912692232555,1,"ASV902"
"ASV903",2.35829739638949,0.123389485714642,3.25511106701496,0.0379063826623262,0.969762324079608,1,"ASV903"
"ASV904",3.05636610710146,-0.305882704395091,3.56301604198986,-0.0858493761437748,NA,NA,"ASV904"
"ASV905",2.29159046134104,3.18412246249977,3.50458798722817,0.908558288193569,0.363583332821884,1,"ASV905"
"ASV906",2.01489641769626,3.78911751857863,3.49826876875687,1.08314076734736,0.278745946169357,1,"ASV906"
"ASV907",1.88101792941878,3.68324835820957,3.66662346809921,1.00453411435753,NA,NA,"ASV907"
"ASV909",2.07923380276413,4.70287329036033,2.91523546083174,1.61320529800998,0.106699912813052,1,"ASV909"
"ASV910",2.43950054661324,4.930705754756,3.65686187489945,1.34834344950247,NA,NA,"ASV910"
"ASV911",1.84321472757016,-5.07172518850794,3.66385556121592,-1.38425904181244,NA,NA,"ASV911"
"ASV912",2.37740541518519,-5.43329305605573,3.57320993046348,-1.52056362816359,0.128369380050625,1,"ASV912"
"ASV913",2.04270448789559,1.58143981092001,3.02675411319938,0.522487044462418,0.601331264540365,1,"ASV913"
"ASV914",2.24314066986465,-1.12985437486516,3.04996352121293,-0.370448487992352,0.711048351238898,1,"ASV914"
"ASV915",2.88348080345206,-5.70884711630043,3.6588273323557,-1.56029421389089,NA,NA,"ASV915"
"ASV916",2.19255756931049,-3.50723135371089,3.69119893420102,-0.950160480708431,NA,NA,"ASV916"
"ASV917",2.16623933351961,1.64496265927977,2.96571307842362,0.554660082004333,0.579127184772792,1,"ASV917"
"ASV918",3.23477403309786,-1.7842662828678,3.24985657775856,-0.549029238729794,0.582985384478732,1,"ASV918"
"ASV919",1.94177423793481,0,3.72001081166316,0,1,1,"ASV919"
"ASV920",1.9672157032223,3.35552406624764,3.50026321032956,0.958649068545821,0.337735564313335,1,"ASV920"
"ASV921",2.31419721050589,3.84697219569835,3.66481658940956,1.04970388062944,0.293854279027084,1,"ASV921"
"ASV922",2.02857644804639,3.54639482451814,3.6682982871561,0.966768388747232,0.333659830408462,1,"ASV922"
"ASV925",2.24011448918144,4.80841469574054,3.65749126694074,1.31467564644727,NA,NA,"ASV925"
"ASV927",2.24324290288206,-5.35021086560995,3.57503173847488,-1.49654919368418,0.134510598483607,1,"ASV927"
"ASV928",2.30039592375413,0.55644639235856,3.00821378330757,0.184975680733282,0.853248110358179,1,"ASV928"
"ASV929",2.19421686494172,2.93039816658083,2.97298447153396,0.985675571009237,0.324292340877922,1,"ASV929"
"ASV930",2.3606955950815,-0.714387133238317,2.61827828724483,-0.272846143482347,0.784971487402772,1,"ASV930"
"ASV931",1.80505610579354,2.9299733864411,3.49100947403719,0.839291158683887,0.401305943385533,1,"ASV931"
"ASV932",2.55883037894149,0,3.72282595353518,0,1,1,"ASV932"
"ASV935",1.94785108194537,0,3.76206176940342,0,NA,NA,"ASV935"
"ASV936",1.94785108194537,0,3.76206176940342,0,NA,NA,"ASV936"
"ASV937",1.81799501043641,3.31318296552675,3.67154253773433,0.90239536420332,0.366846882820706,1,"ASV937"
"ASV938",2.13850305930256,3.61785297157808,3.51163636440572,1.03024704045356,0.302894052741311,1,"ASV938"
"ASV939",1.93210542938168,0,3.76206176940342,0,NA,NA,"ASV939"
"ASV941",1.84761198610548,-2.89764489830133,3.71265635578749,-0.780477539695889,NA,NA,"ASV941"
"ASV942",2.92145321453161,-5.11353528398744,3.21164909943737,-1.59218368061543,0.11134343896538,1,"ASV942"
"ASV945",2.59657668136147,-4.62190964247386,3.66899452674207,-1.25972105130883,NA,NA,"ASV945"
"ASV946",2.28280172347834,0.803456106706821,3.21244298878425,0.250107506813962,0.802504210836956,1,"ASV946"
"ASV947",2.67882342591304,-1.96707158020607,3.37166209266301,-0.583413024836199,0.559615291789627,1,"ASV947"
"ASV948",2.131298902408,0.767306057659638,3.36996283455679,0.227689768501721,0.819887427092408,1,"ASV948"
"ASV950",2.26307695540461,0,3.76206176940342,0,NA,NA,"ASV950"
"ASV952",1.816791893339,3.93738654974072,3.48318555109247,1.13039816340126,0.25830848767001,1,"ASV952"
"ASV953",1.90279017365283,4.40051680308331,3.66002021248064,1.20232035552087,NA,NA,"ASV953"
"ASV954",2.25401765598593,4.81600716901469,3.61452792144549,1.33240281267179,0.182727858360607,1,"ASV954"
"ASV957",1.77215860346028,-1.88502468822715,3.55081138490012,-0.530871534388801,0.59550780472263,1,"ASV957"
"ASV958",2.28418617110555,-5.37520500840421,3.57873824041486,-1.50198328218079,0.133101426405735,1,"ASV958"
"ASV959",1.88378981735799,0.945840547352717,3.23831485976344,0.292078006096606,0.770226982434399,1,"ASV959"
"ASV960",1.61005907974735,1.33794375446184,3.6069767599513,0.370932180466807,NA,NA,"ASV960"
"ASV961",2.04035903728693,-1.8571452870709,2.72315132435642,-0.681983873044517,0.495249148379277,1,"ASV961"
"ASV965",2.94038335266824,-3.55952255375527,2.33021217006255,-1.52755298400992,0.126623562636772,1,"ASV965"
"ASV966",2.64968506263162,-5.58706057847768,3.65962590114865,-1.52667532949859,NA,NA,"ASV966"
"ASV968",2.28680704912904,0.125851287221198,3.38074694754217,0.0372258820828612,0.970304901993162,1,"ASV968"
"ASV969",2.0794374671474,1.51396611819567,3.00352825694441,0.50406255199872,0.614217421249536,1,"ASV969"
"ASV970",2.04906816162916,-3.84115043829366,3.47864840860377,-1.10420772297462,0.269503040288701,1,"ASV970"
"ASV971",4.43672938604186,-6.32405289500693,3.65567659511131,-1.72992679480018,NA,NA,"ASV971"
"ASV972",2.06123684172304,0,3.72433460902049,0,1,1,"ASV972"
"ASV973",1.8396371329484,0,3.76206176940342,0,NA,NA,"ASV973"
"ASV976",1.67354076158019,3.61644199717561,3.6674213716665,0.986099395372251,NA,NA,"ASV976"
"ASV978",1.77494399816765,4.47456611329465,3.62330162390679,1.23494165756755,0.216852218239873,1,"ASV978"
"ASV979",2.05848358465322,4.68643274971151,3.6581743746548,1.28108511780654,NA,NA,"ASV979"
"ASV980",2.15665020965555,-3.99372236008388,2.83212688392254,-1.41014951793138,0.158495538352956,1,"ASV980"
"ASV981",1.87523691339939,1.8250806576354,3.03338598914211,0.60166449774879,0.547397486554733,1,"ASV981"
"ASV982",1.92668237832054,-1.7092009062532,2.49786562916165,-0.684264552223674,0.493808126542188,1,"ASV982"
"ASV983",1.88858827680002,0.470255186242029,2.71453961232098,0.173235706013497,0.862466158576349,1,"ASV983"
"ASV984",2.13060794324584,-0.478003003423903,2.1875224196167,-0.21851341917111,0.827029103944314,1,"ASV984"
"ASV985",2.19603090035286,-0.421419489578594,2.34544475457742,-0.179675726216165,0.857407150962183,1,"ASV985"
"ASV988",2.03000151863614,-0.364561392943725,3.56121291026801,-0.102370007671428,0.918462988989742,1,"ASV988"
"ASV990",2.59581651374433,-5.55734692799779,3.65983112912319,-1.51847086161301,NA,NA,"ASV990"
"ASV992",1.74564484913933,3.61755038933887,3.66740782030971,0.986405266767787,0.323934281629512,1,"ASV992"
"ASV993",1.78553015844992,0,3.76206176940342,0,NA,NA,"ASV993"
"ASV995",1.91426336533511,3.92096470061985,3.66406463173203,1.07011341084515,0.284568263334277,1,"ASV995"
"ASV996",2.08552372112777,1.82830070496724,3.4805140356735,0.525296173561747,0.599377316999823,1,"ASV996"
"ASV997",1.77109664359987,0,3.76206176940342,0,NA,NA,"ASV997"
"ASV998",1.79515984183045,4.49060500911465,3.6593988870431,1.22714280342999,NA,NA,"ASV998"
"ASV999",1.99793994981048,4.64336720113513,3.65842963406398,1.26922413865783,NA,NA,"ASV999"
"ASV1000",1.79906355661513,-4.17694653358868,3.47435138863729,-1.20222339837277,0.229276986162897,1,"ASV1000"
"ASV1001",2.01709330446239,-2.40139105868299,2.97925972444837,-0.806036156893846,0.42022200139852,1,"ASV1001"
"ASV1003",2.14185743083499,-0.259518572760975,2.55801577275616,-0.101453077625614,0.919190803931394,1,"ASV1003"
"ASV1004",2.493821235418,-5.49975404417964,3.66024108912157,-1.50256606334626,NA,NA,"ASV1004"
"ASV1005",2.493821235418,-5.49975404417964,3.66024108912157,-1.50256606334626,NA,NA,"ASV1005"
"ASV1006",2.16859393956743,-1.05943651968172,3.52561174528398,-0.300497217567666,0.763797918479049,1,"ASV1006"
"ASV1007",1.82764616227859,-0.340839441775499,3.54949921225376,-0.0960246562666742,0.923500990176326,1,"ASV1007"
"ASV1008",1.5749468546257,2.92869446540774,3.67816923561876,0.796237007543526,0.425894291212739,1,"ASV1008"
"ASV1009",1.83172746164407,3.80294025416685,3.5033651570543,1.0855106686522,0.277695541102346,1,"ASV1009"
"ASV1010",1.61128837598727,2.69114914726047,3.49076625819689,0.770933642704153,0.440746264734328,1,"ASV1010"
"ASV1011",1.69715818585284,2.90955060949215,3.49538279424749,0.832398275313517,0.405184175227909,1,"ASV1011"
"ASV1012",1.82215714180893,2.59933755711514,3.1814972930458,0.817017057596383,0.413918680137627,1,"ASV1012"
"ASV1014",2.06909893065564,0,3.76206176940342,0,NA,NA,"ASV1014"
"ASV1016",1.71742704833927,0,3.76206176940342,0,NA,NA,"ASV1016"
"ASV1018",1.99951003033652,4.64401773382292,3.61952167681871,1.28304736052988,0.19947548403904,1,"ASV1018"
"ASV1019",1.93739631496773,4.59897642654576,3.65870082134616,1.25699712851996,NA,NA,"ASV1019"
"ASV1021",1.48698822581693,4.22176493955116,3.66137392932468,1.15305484253826,NA,NA,"ASV1021"
"ASV1022",1.48698822581693,4.22176493955116,3.66137392932468,1.15305484253826,NA,NA,"ASV1022"
"ASV1023",1.90393340790401,-1.7957208710478,3.22024040293388,-0.55763565645961,0.577093203112759,1,"ASV1023"
"ASV1025",1.74038768127755,0.43289525608116,3.25578393502964,0.132961911699223,0.894223503043469,1,"ASV1025"
"ASV1026",1.87270711756056,0.636305203507872,2.77954533438227,0.228924204126818,0.818927827882069,1,"ASV1026"
"ASV1027",2.97972963027465,-1.85790240448602,3.5775885185654,-0.519316963044993,0.603539726140899,1,"ASV1027"
"ASV1028",2.68230806499536,0.217909719894779,3.09788806021377,0.070341379565452,0.943921947923909,1,"ASV1028"
"ASV1029",2.26501532177995,-0.314889033106566,3.02070687228546,-0.104243492142725,0.916976120221346,1,"ASV1029"
"ASV1030",2.41588932181119,-5.45403649965275,3.66057830629556,-1.48993848602357,NA,NA,"ASV1030"
"ASV1031",2.41588932181119,-5.45403649965275,3.66057830629556,-1.48993848602357,NA,NA,"ASV1031"
"ASV1032",1.99229297243244,-0.052465446718165,3.5784783807363,-0.0146613842913226,0.988302326916662,1,"ASV1032"
"ASV1033",1.88246450035628,-3.82827652190973,3.4786916875438,-1.10049319277638,0.271117293940059,1,"ASV1033"
"ASV1034",1.80273756543444,0.390030679452584,3.37512904796066,0.11556022715287,0.908001085789707,1,"ASV1034"
"ASV1037",1.91390507819604,2.71046330818104,3.03728581937386,0.892396524190078,0.3721804334921,1,"ASV1037"
"ASV1038",1.92333813381414,-3.97788986495256,3.48071307428817,-1.14283762552478,0.253106013787692,1,"ASV1038"
"ASV1039",2.18273844402692,2.16615215875293,3.36777028523337,0.643200686297055,0.520093888051839,1,"ASV1039"
"ASV1040",1.81632884664309,1.52706583998013,2.72999346396138,0.559366115757753,0.575911881520562,1,"ASV1040"
"ASV1041",2.59393700466241,-4.81407423029508,3.66660357363435,-1.31295192774913,0.189199147356382,1,"ASV1041"
"ASV1042",1.58403129076394,0,3.76206176940342,0,NA,NA,"ASV1042"
"ASV1043",1.58403129076394,0,3.76206176940342,0,NA,NA,"ASV1043"
"ASV1044",2.14510555200111,0,3.72712294559286,0,1,1,"ASV1044"
"ASV1045",1.81831628672404,4.17295715732879,2.87466512240231,1.45163244400499,0.146603832580643,1,"ASV1045"
"ASV1047",1.83334127145651,4.51960734441437,3.62327039495688,1.24738340000931,0.212256950291719,1,"ASV1047"
"ASV1048",2.46149568190907,4.9407097848847,3.65681270365487,1.3510973039299,NA,NA,"ASV1048"
"ASV1049",1.99011886697396,4.6368348182397,3.65846902086239,1.26742492332125,NA,NA,"ASV1049"
"ASV1051",1.48544428263648,-2.01943238703207,3.50328953003175,-0.576438906839015,0.564318552832831,1,"ASV1051"
"ASV1052",1.70229661030029,-3.87573912382465,3.68192967094355,-1.05263801055479,0.292506929340161,1,"ASV1052"
"ASV1053",1.51035755982145,-1.11161674808679,3.23432945551273,-0.343693109615688,0.731077093595663,1,"ASV1053"
"ASV1054",1.57172491207652,-3.46824389306142,3.69232254737349,-0.93931227528552,0.347570437993362,1,"ASV1054"
"ASV1055",1.70140931977291,1.37602533260187,2.76025756235058,0.498513382001233,0.618122239503629,1,"ASV1055"
"ASV1056",2.16199677493637,-2.24890948030027,2.90337455458414,-0.774584690338858,0.438585106692504,1,"ASV1056"
"ASV1059",2.64474070325159,-2.04075907724679,3.36946771140872,-0.605662155579339,0.544739119180153,1,"ASV1059"
"ASV1060",2.28813530130309,1.06300485925393,3.58189923361651,0.296771290849703,NA,NA,"ASV1060"
"ASV1061",1.97725297940867,0.20187932702358,3.25204666076924,0.0620776231346655,0.950501016774479,1,"ASV1061"
"ASV1064",1.53293350719091,0,3.76206176940342,0,NA,NA,"ASV1064"
"ASV1065",1.5961265166254,0,3.74029871591725,0,1,1,"ASV1065"
"ASV1066",1.62933721528753,3.83950171003977,3.66489476135891,1.04764310029359,NA,NA,"ASV1066"
"ASV1067",1.63196349257313,4.35327366375269,3.66036198386258,1.18930140869809,NA,NA,"ASV1067"
"ASV1068",1.44468181350093,-4.7231576332074,3.66769589620968,-1.28777242357756,NA,NA,"ASV1068"
"ASV1069",2.41278693158834,-5.4473710204824,3.58518265741243,-1.51941240963549,0.128658720257144,1,"ASV1069"
"ASV1070",1.73665068628217,1.69179796218903,3.36351825739374,0.502984622863305,0.614975083435904,1,"ASV1070"
"ASV1072",1.93987404422346,-0.0138566945827753,2.44508556160037,-0.00566716142796483,0.995478283596845,1,"ASV1072"
"ASV1073",1.93748474074638,-0.713119761307618,2.23872361953187,-0.318538543608493,0.750076462426611,1,"ASV1073"
"ASV1074",3.61242421751397,-6.02737310186156,3.65702998083417,-1.64816070238689,NA,NA,"ASV1074"
"ASV1075",2.30596245437292,-2.52029774271282,3.56087585512738,-0.707774672650773,0.479085197042707,1,"ASV1075"
"ASV1077",1.87587374076424,-3.67931782794432,3.17648377601333,-1.15829895173023,0.24674205902812,1,"ASV1077"
"ASV1078",1.77477912767335,-3.67610743796046,3.68666201856856,-0.997137090258088,0.318697971802251,1,"ASV1078"
"ASV1079",2.03125697567094,-4.76263829999785,3.66721303505596,-1.29870783466093,0.194044214338324,1,"ASV1079"
"ASV1080",1.6262229859637,0.806866597789774,3.21297197817454,0.251127804185892,0.80171529992097,1,"ASV1080"
"ASV1081",3.78426918221217,-6.0938642731492,3.65670211161375,-1.66649185171386,NA,NA,"ASV1081"
"ASV1083",1.48183572361788,0,3.76206176940342,0,NA,NA,"ASV1083"
"ASV1084",1.63414125084307,3.19639359824254,2.92083918599676,1.09434083655371,0.273805521432398,1,"ASV1084"
"ASV1085",1.70069141145397,3.53526929536888,3.66844155710439,0.963697864702901,0.335197425199586,1,"ASV1085"
"ASV1086",1.63448080306955,3.88844573514999,3.47046285049835,1.12044009766352,0.262526265837313,1,"ASV1086"
"ASV1087",1.7330523128406,3.83048990692064,3.48812303352157,1.09815217815107,0.272138044242521,1,"ASV1087"
"ASV1089",1.50987971438304,4.13672740491672,3.05961899719212,1.35204004443465,0.176362505370847,1,"ASV1089"
"ASV1091",2.30268950888267,4.8442502990132,3.65730128946986,1.32454231018943,NA,NA,"ASV1091"
"ASV1094",1.827532582519,-5.05498343735765,3.58973446219515,-1.40817753808634,0.159078505712244,1,"ASV1094"
"ASV1095",1.62824039454105,-0.548440533839868,3.3774751866762,-0.162381809939984,0.871005194295554,1,"ASV1095"
"ASV1096",1.47638204379904,-3.06288432721986,3.70594263940407,-0.826479151256477,0.40853234003484,1,"ASV1096"
"ASV1097",1.81942502080525,0.301878666585524,3.25746267207508,0.0926729473136894,0.926163389416419,1,"ASV1097"
"ASV1098",1.90670794344584,-0.518741952781555,3.24046858914933,-0.160082388861462,0.872816173913223,1,"ASV1098"
"ASV1099",1.83318900556623,0.0682464077403984,2.53571007722882,0.026914120960935,0.978528230699568,1,"ASV1099"
"ASV1100",2.76119168272739,-4.79767203088923,2.94897581826208,-1.62689432757595,0.103759542929833,1,"ASV1100"
"ASV1101",2.18209358099075,-5.30748812043375,3.66173374162513,-1.44944676345534,NA,NA,"ASV1101"
"ASV1103",2.35622072997531,-4.21369357943642,3.01105869037833,-1.39940599394527,0.161691270482321,1,"ASV1103"
"ASV1104",1.61091528524784,0.938030551119903,3.37638937847786,0.277820608339547,0.781150070545284,1,"ASV1104"
"ASV1106",3.65377714144623,-6.0430683208337,3.65695122461961,-1.65248808355717,NA,NA,"ASV1106"
"ASV1107",1.58176403729583,2.78539557114857,3.38266702377544,0.82343179259771,0.41026248977594,1,"ASV1107"
"ASV1108",1.43073794004485,0,3.76206176940342,0,NA,NA,"ASV1108"
"ASV1109",1.43073794004485,0,3.76206176940342,0,NA,NA,"ASV1109"
"ASV1110",1.68169105282986,4.15573532688699,3.43074295370246,1.21132226545918,0.225771918597278,1,"ASV1110"
"ASV1111",1.81046156432369,0,3.76206176940342,0,NA,NA,"ASV1111"
"ASV1112",1.68336256263055,2.89613618493211,3.20083074469166,0.904807662740411,0.365567291433669,1,"ASV1112"
"ASV1113",1.50358672718125,2.24114523981175,3.18017459627375,0.704723961520141,0.480982036628025,1,"ASV1113"
"ASV1114",1.48723430756877,3.86840499542088,3.44874658738306,1.12168432716196,0.261996682700669,1,"ASV1114"
"ASV1115",1.51499528595751,0,3.76206176940342,0,NA,NA,"ASV1115"
"ASV1116",1.51499528595751,0,3.76206176940342,0,NA,NA,"ASV1116"
"ASV1117",1.89373629497149,4.43298874498961,3.07032023810114,1.44381966740095,0.148789708197288,1,"ASV1117"
"ASV1118",1.50274866729686,0,3.76206176940342,0,NA,NA,"ASV1118"
"ASV1119",1.82321756753069,4.50952469711473,3.63039845229786,1.24215695780182,0.214178656908045,1,"ASV1119"
"ASV1120",1.94823908466781,4.60425192172015,3.62741192517814,1.26929392544632,0.204336252105791,1,"ASV1120"
"ASV1121",1.41774490806825,4.15241160193367,3.29024669797792,1.26203655321214,0.206935633603812,1,"ASV1121"
"ASV1122",1.69522177559677,4.40634690108606,3.65997891677456,1.20392685348287,NA,NA,"ASV1122"
"ASV1125",1.46239687340502,-0.820772072730599,3.24111702423655,-0.253237407533575,0.800084761331382,1,"ASV1125"
"ASV1126",1.49950801394067,0.903651959921903,2.98989740861726,0.302235105899442,0.762472844190085,1,"ASV1126"
"ASV1128",1.81198004414801,0.470469267206393,2.53376570149828,0.185679862557218,0.852695821042611,1,"ASV1128"
"ASV1129",3.36329151285784,-5.92396504923639,3.65757075843309,-1.61964468782395,NA,NA,"ASV1129"
"ASV1131",3.36329151285784,-5.92396504923639,3.65757075843309,-1.61964468782395,NA,NA,"ASV1131"
"ASV1132",2.38180918810733,-1.74411862086435,3.37207969894097,-0.517223427848429,0.605000199548124,1,"ASV1132"
"ASV1133",2.06240836392086,0.116173629900996,3.39023015736066,0.0342671808428013,0.972664095385284,1,"ASV1133"
"ASV1134",2.28715504878026,-1.2924775958214,2.78346226218107,-0.464341698963304,0.642402952992576,1,"ASV1134"
"ASV1135",1.74187491337964,-2.65315837218315,2.76121288873707,-0.960867009930792,0.33661904024853,1,"ASV1135"
"ASV1137",1.71082371468459,0.248280092539983,3.00421085331889,0.0826440302170188,0.934134589951004,1,"ASV1137"
"ASV1138",1.71201307049524,-2.66996167845509,3.29043134797455,-0.811432118192833,0.417117560788988,1,"ASV1138"
"ASV1139",1.73753718183786,-1.07463600961314,3.5882261549068,-0.299489486788229,0.764566592463518,1,"ASV1139"
"ASV1142",1.37964015647182,0,3.76206176940342,0,NA,NA,"ASV1142"
"ASV1143",1.54237885259132,0,3.74251949039672,0,1,1,"ASV1143"
"ASV1145",1.36333746124061,3.54742455854134,3.47618904222948,1.02049241725535,0.307494983663627,1,"ASV1145"
"ASV1147",2.017086579817,0,3.76206176940342,0,NA,NA,"ASV1147"
"ASV1149",1.53198538569148,3.92113929480416,3.44899156880432,1.13689442742347,0.255582421973201,1,"ASV1149"
"ASV1150",1.46876714331582,4.20147936138164,3.66153836726871,1.14746288034002,NA,NA,"ASV1150"
"ASV1151",1.64909232626568,4.36589849226783,3.2748398394957,1.33316397327698,0.182477999235286,1,"ASV1151"
"ASV1152",1.50277019321677,4.2346787691653,2.94291171985277,1.43894182778176,0.150167005230322,1,"ASV1152"
"ASV1154",1.45169985453651,4.18457535548206,3.64237704321351,1.14885837073863,0.250614385708243,1,"ASV1154"
"ASV1155",1.25464631553304,3.97749441315122,3.66351566239515,1.08570421957765,NA,NA,"ASV1155"
"ASV1158",1.6849356356382,1.34304778356995,3.59069962880785,0.374035124741374,0.708378183940291,1,"ASV1158"
"ASV1159",1.64237460993055,-0.0514214314799375,1.83293524735412,-0.0280541451500621,0.977618966533081,1,"ASV1159"
"ASV1160",3.23872516052977,-5.86934158804051,3.65787238282157,-1.60457800977548,NA,NA,"ASV1160"
"ASV1161",2.6045907600635,-5.25386576439213,3.66218633672875,-1.43462546176314,0.151393854975927,1,"ASV1161"
"ASV1162",1.72226519194429,1.63022202625253,2.42671447044039,0.671781557373203,0.501722771331556,1,"ASV1162"
"ASV1163",1.53641565705493,0.725316863846621,3.24424518792168,0.22357029812265,0.823091677326326,1,"ASV1163"
"ASV1164",1.68114288115771,0,3.76206176940342,0,NA,NA,"ASV1164"
"ASV1165",1.54369287535295,3.86484097802717,3.47364151491113,1.1126194114841,0.265871919960253,1,"ASV1165"
"ASV1168",1.41436836023005,4.14711275623765,3.66199059679604,1.13247498774739,NA,NA,"ASV1168"
"ASV1169",1.41436836023005,4.14711275623765,3.66199059679604,1.13247498774739,NA,NA,"ASV1169"
"ASV1170",1.20817793347626,3.92325221833145,3.66404224784763,1.07074426356194,NA,NA,"ASV1170"
"ASV1171",1.20817793347626,3.92325221833145,3.66404224784763,1.07074426356194,NA,NA,"ASV1171"
"ASV1172",1.24541535646632,-4.51115370059879,3.67052328110915,-1.22902195548413,NA,NA,"ASV1172"
"ASV1175",1.31310359697497,-1.28106731616779,3.5665587978383,-0.359188615352212,0.719453992774135,1,"ASV1175"
"ASV1176",1.28168040217608,-0.722152165207602,3.56365028080599,-0.202643948845697,0.839413336389007,1,"ASV1176"
"ASV1177",1.2129235859301,0.634822553368828,3.52850494227958,0.179912615612975,0.857221170983724,1,"ASV1177"
"ASV1178",1.39236239882142,2.05217701403896,3.37575510143913,0.607916437174039,0.543242897235323,1,"ASV1178"
"ASV1179",1.3341406471358,0.988740611261788,3.56170483631838,0.277603186311142,0.781316985927843,1,"ASV1179"
"ASV1180",1.67442400874423,-1.3072892093376,2.15319271225619,-0.607139900621236,0.543758072472309,1,"ASV1180"
"ASV1181",2.10196088330315,-3.15519199187084,3.27193268170735,-0.964320570991825,0.33488523059643,1,"ASV1181"
"ASV1184",1.6011476679571,-3.09692366902168,3.48395447999874,-0.888910485714154,0.374051189617059,1,"ASV1184"
"ASV1185",1.68147867497976,-4.32187551971028,3.16318692863304,-1.36630417905083,0.171843509873037,1,"ASV1185"
"ASV1186",1.61703709482023,-1.23543789625913,3.4398297195351,-0.359156701636413,0.719477865628857,1,"ASV1186"
"ASV1187",1.60852472859045,0.158984442132466,2.76219544700612,0.0575572747050851,0.954101283065556,1,"ASV1187"
"ASV1188",1.72042438225305,-0.0408617485516926,3.50306812125682,-0.0116645600762775,0.990693238656427,1,"ASV1188"
"ASV1190",1.61648353957472,0,3.76206176940342,0,NA,NA,"ASV1190"
"ASV1191",1.35267436246206,0,3.76206176940342,0,NA,NA,"ASV1191"
"ASV1192",1.52881041940805,2.81410242064163,3.68050727749491,0.764596347315748,0.444511944897365,1,"ASV1192"
"ASV1194",1.34173988151505,0,3.76206176940342,0,NA,NA,"ASV1194"
"ASV1195",1.34173988151505,0,3.76206176940342,0,NA,NA,"ASV1195"
"ASV1196",1.34761626593918,3.52589964348412,3.1673956891249,1.11318571771444,0.265628675349345,1,"ASV1196"
"ASV1197",1.35996957714428,4.09061599932945,3.66247887599073,1.11689818230635,NA,NA,"ASV1197"
"ASV1198",1.52399130044006,4.25124988214453,3.64314873868392,1.16691636468301,0.243244146499719,1,"ASV1198"
"ASV1199",1.60493457014029,4.32631279966251,3.66056202409949,1.18187119113951,NA,NA,"ASV1199"
"ASV1201",1.35876309042295,4.08905998679999,3.65015583555796,1.12024257895141,0.26261040394731,1,"ASV1201"
"ASV1203",1.16170955141948,3.86689128847395,3.66461067801025,1.05519839028945,NA,NA,"ASV1203"
"ASV1204",1.16170955141948,3.86689128847395,3.66461067801025,1.05519839028945,NA,NA,"ASV1204"
"ASV1205",1.5473496484695,-0.256263404288175,3.55562576490193,-0.0720726592820274,0.942544084358012,1,"ASV1205"
"ASV1206",1.25566378556528,-3.21106664733839,3.70052614321409,-0.867732458322648,0.38554081252761,1,"ASV1206"
"ASV1209",1.38227399345291,0.842419766344041,3.26149998080889,0.258292126721126,0.796181462132872,1,"ASV1209"
"ASV1211",2.98959245587363,-5.75346990513144,3.65855112612092,-1.57260885711107,NA,NA,"ASV1211"
"ASV1214",1.8703659265635,-5.08559594510957,3.663720967531,-1.38809587034047,NA,NA,"ASV1214"
"ASV1215",1.6071289763177,-4.31775532677187,3.45926137130507,-1.24817261933085,0.211967848762847,1,"ASV1215"
"ASV1216",1.22634680575273,0,3.76206176940342,0,NA,NA,"ASV1216"
"ASV1217",1.18468219210647,2.40283975440334,3.69058606729718,0.651072678048413,0.514999572523303,1,"ASV1217"
"ASV1218",1.43594039347403,3.68192696326539,3.66663898426992,1.00416948029546,0.315296930070831,1,"ASV1218"
"ASV1219",1.27312925910661,0,3.40080222178805,0,1,1,"ASV1219"
"ASV1221",1.52470108197182,0,3.76206176940342,0,1,1,"ASV1221"
"ASV1223",1.29856738796358,0,3.76206176940342,0,NA,NA,"ASV1223"
"ASV1224",1.29856738796358,0,3.76206176940342,0,NA,NA,"ASV1224"
"ASV1225",1.37314358629408,1.53580947094952,3.51851346661639,0.436493844778842,0.66247846411588,1,"ASV1225"
"ASV1227",1.30440355970935,3.76924647652179,3.66564915737245,1.02826165699491,0.303826762205291,1,"ASV1227"
"ASV1228",1.28807028625445,0,3.76206176940342,0,NA,NA,"ASV1228"
"ASV1229",1.30594115932986,3.3679153267308,3.18442485456631,1.05762122849323,0.29022816039157,1,"ASV1229"
"ASV1230",1.30557079405851,4.03181545714904,3.66300769364229,1.10068440864781,NA,NA,"ASV1230"
"ASV1232",1.54073718733468,4.26738008098713,3.66101247063522,1.16562839247764,NA,NA,"ASV1232"
"ASV1233",1.54073718733468,4.26738008098713,3.66101247063522,1.16562839247764,NA,NA,"ASV1233"
"ASV1234",1.32636996115214,4.05398448075203,3.65545711837591,1.10902257897452,0.267420441656452,1,"ASV1234"
"ASV1235",1.1152411693627,3.80823440184394,3.66522619982436,1.03901756514412,NA,NA,"ASV1235"
"ASV1236",1.14578212794902,-4.39218287575794,3.67229957362306,-1.19603065809379,NA,NA,"ASV1236"
