"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ASV"
"ASV128",21.98120047281,-0.600466162570846,1.16935631139283,-0.513501450944089,0.607600596103004,1,"ASV128"
"ASV129",23.8569932962183,-2.43573440190492,1.75305058197864,-1.3894261962229,0.164703189024452,1,"ASV129"
"ASV131",20.0830545481027,1.13062087101913,1.48170145381205,0.763055788404823,0.44543012543367,1,"ASV131"
"ASV132",24.4465062942023,-3.27995703935337,2.46852018622416,-1.32871388196763,0.183942383247042,1,"ASV132"
"ASV133",21.2393250795406,0.36038843776033,1.17765899459748,0.306021046341612,0.759588621351522,1,"ASV133"
"ASV135",23.9586215924942,-1.74459554889059,1.42223369899907,-1.22665884665677,0.219950841432994,1,"ASV135"
"ASV136",20.5839088374268,-0.111239224536051,1.1684138431596,-0.0952053291625173,0.924151737157531,1,"ASV136"
"ASV137",19.7785145713595,-0.621432482517181,1.51558344601142,-0.410028549831823,0.681785004557665,1,"ASV137"
"ASV138",18.768476260063,1.44993899810927,1.66664199233212,0.869976278517005,0.384313367867402,1,"ASV138"
"ASV139",18.4853977635425,7.85308339305987,2.876589794471,2.72999765491557,0.00633347760766875,1,"ASV139"
"ASV140",19.4529901593004,0.827217080601269,1.77128388474125,0.467015529090137,0.640488767738694,1,"ASV140"
"ASV141",22.4524954056165,-0.35249486849723,2.36839140016351,-0.148833030078092,0.881685386664594,1,"ASV141"
"ASV142",19.5067312256569,1.74820045449819,2.07497794825979,0.842515196831054,0.399499636980395,1,"ASV142"
"ASV143",19.8095243038703,0.953001541575856,2.18934336099234,0.435291036826631,0.663351190032743,1,"ASV143"
"ASV144",16.9109596435979,3.21266499021342,2.73325966350061,1.17539692006387,0.239835955127792,1,"ASV144"
"ASV146",20.4640290973037,-0.575657732445335,1.3890373307298,-0.414429273936708,0.678559753687802,1,"ASV146"
"ASV148",19.3946031476682,0.184122538572369,1.16023081461673,0.158694749572904,0.873909374990946,1,"ASV148"
"ASV150",22.409620383312,-1.09473231346426,2.54959827428,-0.429374433026477,0.667650756802558,1,"ASV150"
"ASV151",21.2086137200825,-1.74135121244234,1.61395865349546,-1.0789317363682,0.28061815987943,1,"ASV151"
"ASV153",18.2123580644629,0.207101217103498,1.39175590196325,0.148805704226837,0.881706949434926,1,"ASV153"
"ASV154",18.6184307759921,0.129005227624916,1.20468648061581,0.107086142079864,0.914720640964291,1,"ASV154"
"ASV155",20.5114433424066,-0.11742972839677,1.19375603693367,-0.0983699556388463,0.921638530873907,1,"ASV155"
"ASV156",16.744604082097,-1.71101168121365,2.41194125613346,-0.709391937661261,0.478081289527893,1,"ASV156"
"ASV157",16.1043914017114,1.13825605204269,2.06487987910831,0.551245650441531,0.581465290071771,1,"ASV157"
"ASV158",18.2822634039256,1.85421817694644,2.00341020898113,0.925530961474651,0.35468978621688,1,"ASV158"
"ASV159",18.0944127110204,-0.591186762678146,2.10324867605046,-0.281082674345619,0.778646989559235,1,"ASV159"
"ASV160",17.7135638705465,1.05342553070474,1.51846022568958,0.693745883417097,0.487841585840937,1,"ASV160"
"ASV161",15.2715055041491,1.23223019192232,1.87338618513355,0.657755566738353,0.510695210234141,1,"ASV161"
"ASV162",17.0616307954297,1.3449024747721,2.08317668632568,0.645601731048674,0.518537315995223,1,"ASV162"
"ASV163",17.1628497680206,0.399451269485436,1.208868949254,0.330433890068846,0.741072137676001,1,"ASV163"
"ASV164",24.07651114649,-8.76821221919933,3.24642682819937,-2.70088090174594,0.00691560978540896,1,"ASV164"
"ASV165",16.1325913387589,1.69622113948442,1.83474457146682,0.924499881816434,0.355226112986386,1,"ASV165"
"ASV167",15.8305774894862,1.31039091660746,1.70190976177299,0.769953229037442,0.441327637229238,1,"ASV167"
"ASV168",16.7277887342349,0.467642962481793,1.20231279705771,0.388952827938125,0.697311041929102,1,"ASV168"
"ASV169",18.1301200428379,-0.472298362776057,2.55297415020471,-0.184999273391854,0.853229605486153,1,"ASV169"
"ASV170",17.7675674698364,-2.26924651867675,2.05861885854645,-1.1023150347894,0.270324735274297,1,"ASV170"
"ASV171",17.1368698159794,-0.346494091394227,1.94819406768082,-0.177853991623485,0.858837644042439,1,"ASV171"
"ASV172",15.6672080010728,0.770049261337539,1.73728547839306,0.44324854545484,0.657585968917231,1,"ASV172"
"ASV175",17.9946618789144,-2.94075237866745,1.87166567101694,-1.5711953391065,0.116137282390018,1,"ASV175"
"ASV176",15.2352741003078,0.811450906557567,1.69372438911965,0.479092650356966,0.631872718087871,1,"ASV176"
"ASV177",18.3902203874316,-7.75310902175011,2.78092413230846,-2.78796135848345,0.00530408700244908,1,"ASV177"
"ASV178",14.5038128087016,2.05816591579675,1.8713611158642,1.09982295685688,0.271409267872426,1,"ASV178"
"ASV179",14.6229387422532,0.776984597721994,1.69146480292346,0.459356054219445,0.645978500709735,1,"ASV179"
"ASV180",15.5497791449579,0.444471628745321,1.70685668742455,0.260403601556014,0.794552465123143,1,"ASV180"
"ASV181",22.4907346293687,-23.1311278895425,3.65129838247317,-6.33504180336937,2.37276932156685e-10,5.70888298768984e-07,"ASV181"
"ASV184",13.5888622589599,0.174514362563301,1.85952568841207,0.0938488581528158,0.925229219728196,1,"ASV184"
"ASV186",14.0356784017384,0.536169474224746,2.52288520043955,0.212522343121808,0.831699548586829,1,"ASV186"
"ASV187",13.7359706637671,1.88187378238594,1.86032284728237,1.01158451348111,0.311736753599573,1,"ASV187"
"ASV188",13.7137747498985,0.934646352606106,1.68144594032268,0.555858698868867,0.578307454239157,1,"ASV188"
"ASV189",16.1477869398319,-1.99189360237015,2.47140105018011,-0.805977484805627,0.420255831441884,1,"ASV189"
"ASV190",15.1218746071674,-0.325971139082559,1.72644965022336,-0.188810104621578,0.850241651947371,1,"ASV190"
"ASV191",14.8435440906322,-0.36387346964795,1.91232234632244,-0.190278312831365,0.849091047040971,1,"ASV191"
"ASV192",13.5780097799359,21.4886790968931,3.65198850396524,5.88410370776391,4.00216841696307e-09,4.81460860560658e-06,"ASV192"
"ASV194",13.6626614957646,1.80945807081377,2.68674993357695,0.673474687093333,0.500645347330102,1,"ASV194"
"ASV197",14.3011846886735,-0.936092153281943,2.48422439174143,-0.376814653456383,0.70631135021797,1,"ASV197"
"ASV198",12.9289915719307,-7.22226313194259,3.00997804997619,-2.39944046502257,0.0164201497284624,1,"ASV198"
"ASV201",15.4001484184906,-0.216148243169529,2.3237724696951,-0.0930160960198865,0.925890773886062,1,"ASV201"
"ASV203",12.6774173901393,1.19765170429803,1.84316863306464,0.649778692417682,0.515835184357054,1,"ASV203"
"ASV204",14.2940577647885,0.692789683092146,1.87448539240422,0.369589267486139,0.711688549061218,1,"ASV204"
"ASV206",13.4155788625206,0.00858075616522225,2.06651299660208,0.00415228753912092,0.996686963400806,1,"ASV206"
"ASV207",16.5082232931254,-0.644844842154988,2.73597554051373,-0.235691011343583,0.81367244533622,1,"ASV207"
"ASV208",13.0274337163351,0.13527831514079,1.71161803676779,0.079035340966755,0.937004512947007,1,"ASV208"
"ASV209",12.0200582924762,1.86952113507385,2.23826352734013,0.835255148572929,0.403574064725319,1,"ASV209"
"ASV210",14.6829395871743,-2.17470929861687,2.70190883354172,-0.804878858834854,0.420889589278449,1,"ASV210"
"ASV211",12.5288778900322,0.721879587402754,1.7006767441178,0.424466077930182,0.671225939392511,1,"ASV211"
"ASV212",11.6147041079628,6.76480617315035,3.00242575285292,2.25311355883569,0.0242519897742702,1,"ASV212"
"ASV213",12.5472674720816,0.43108220114956,1.53869403016328,0.280161092913199,0.779353915166032,1,"ASV213"
"ASV214",13.2626700587325,0.920952780181079,2.70966456068755,0.339877043654214,0.733949125130161,1,"ASV214"
"ASV215",12.161709445658,2.82141298391544,1.97600983186857,1.42783347451639,0.153339795341402,1,"ASV215"
"ASV216",11.7585346732555,0.726026442947383,1.41097202133598,0.514557646763217,0.606862167583027,1,"ASV216"
"ASV218",12.3161626981809,0.879990761014637,1.53100333116116,0.574780435224283,0.565439800202239,1,"ASV218"
"ASV219",11.2753615293673,1.80726931474992,2.63700987674171,0.685347950604941,0.493124380305703,1,"ASV219"
"ASV220",12.3756633855771,0.166498392275714,1.35834848242316,0.122574136482781,0.902444336071039,1,"ASV220"
"ASV222",11.5577655681609,0.0812818143694363,3.16472224564753,0.025683711890111,0.979509615600984,1,"ASV222"
"ASV227",10.957296103376,2.37346543246145,1.79467620591133,1.32250342688207,0.186000568990937,1,"ASV227"
"ASV228",16.7292816970334,-2.26239075360491,2.98521726717575,-0.75786468826951,0.448531991643886,1,"ASV228"
"ASV229",11.2229625191422,0.554271600907826,2.92846073529026,0.189270627476209,0.84988071510421,1,"ASV229"
"ASV230",15.2263133724657,-0.634228637358013,2.1376540747853,-0.296693765768305,0.766700317045973,1,"ASV230"
"ASV231",12.0617637870778,-0.459064315408156,2.46495736136551,-0.186236209438466,0.852259529617545,1,"ASV231"
"ASV232",11.2770601728954,0.546006138880108,1.37437604893733,0.397275650505029,0.691164201166099,1,"ASV232"
"ASV233",11.3673481741141,2.75780626519726,2.20228292097598,1.25224885455457,0.210479199138098,1,"ASV233"
"ASV234",14.8483771779676,34.0128239416051,3.6509092310851,9.31626118009402,NA,NA,"ASV234"
"ASV236",11.9084485846963,1.54152338938797,2.84905508465659,0.541064789406757,0.588462926530387,1,"ASV236"
"ASV237",12.5239630818364,-0.311480433583513,1.88008684621867,-0.165673428442935,0.868413958072275,1,"ASV237"
"ASV239",11.2838482408658,-1.64290555538395,1.602735483642,-1.0250634444373,0.3053332526726,1,"ASV239"
"ASV240",12.8059894081746,-0.795202282160627,2.71070181516662,-0.293356605182982,0.769249591051599,1,"ASV240"
"ASV242",11.1613666146899,0.488000959529929,1.89618940028657,0.257358763558207,0.796901832876107,1,"ASV242"
"ASV243",11.0888364366989,0.723558769928089,1.52812066563962,0.473495834587927,0.635859472059707,1,"ASV243"
"ASV244",11.0533655029308,2.54982813528748,1.61118553529029,1.58257883989014,0.113517489579639,1,"ASV244"
"ASV246",12.5996055067131,-1.12774681070293,1.53884059683836,-0.732854860353928,0.463646956935098,1,"ASV246"
"ASV247",12.550628140136,-1.9106735990569,2.2739211998749,-0.840254974166217,0.400765440972066,1,"ASV247"
"ASV249",12.0422953163222,-0.462383926396075,1.55620478873984,-0.297122801408738,0.766372757005048,1,"ASV249"
"ASV250",11.2515988231568,-0.188690507447507,1.34288390599556,-0.140511407281793,0.888255940196472,1,"ASV250"
"ASV251",11.7380433048832,1.15111128681555,1.87345138449999,0.61443349762864,0.538928905888696,1,"ASV251"
"ASV252",9.81174456437449,0.305661487122357,3.14477632663108,0.0971965746924216,0.922570288166876,1,"ASV252"
"ASV255",10.7883274441834,6.50799293428594,2.25598105665014,2.88477286416115,0.00391696151570986,1,"ASV255"
"ASV256",10.1596243924656,0.547175493544433,2.03613484672731,0.268732443936074,0.788135583209506,1,"ASV256"
"ASV257",11.5683946427278,0.994655691641808,2.69915047844983,0.368506943048636,0.712495269039818,1,"ASV257"
"ASV259",10.4815049745434,0.840206714042657,1.50078225524998,0.559845847792694,0.575584588158361,1,"ASV259"
"ASV260",10.0642933676716,1.92557608928501,1.62823106370275,1.1826184453858,0.236960398885894,1,"ASV260"
"ASV261",9.69139273872963,4.22689873072995,2.35329814534721,1.79615946202444,0.0724691598166388,1,"ASV261"
"ASV262",10.3825428016456,1.62762836026671,1.69276229437468,0.961522102468593,0.336289717699297,1,"ASV262"
"ASV263",10.8903890471244,0.163172067834914,2.06776221524643,0.0789123945837592,0.937102304534958,1,"ASV263"
"ASV265",11.0412771198702,0.25748837482958,2.10263673708911,0.122459752694156,0.902534918731314,1,"ASV265"
"ASV266",10.8935351787724,0.698266228275346,2.07237727175057,0.336939725113618,0.736162338152285,1,"ASV266"
"ASV267",11.2650849573146,-0.407510905732712,2.48430057888374,-0.164034460723676,0.869704015495008,1,"ASV267"
"ASV268",10.4645895530554,0.138801502624944,1.52384683258393,0.0910862559523672,0.927424053403525,1,"ASV268"
"ASV269",10.2961902721625,-1.83112705604846,2.07306426406151,-0.883294882745675,0.377076967922114,1,"ASV269"
"ASV270",10.9709882925728,0.301223403832107,1.48834054646496,0.202388764149146,0.83961281156363,1,"ASV270"
"ASV271",10.4470050587341,-0.952330450009257,2.45925622350197,-0.38724328148823,0.698576110839402,1,"ASV271"
"ASV272",11.20982092805,-0.179805621545947,2.48951002768366,-0.0722253051992103,0.942422607122749,1,"ASV272"
"ASV273",10.1724709013052,0.155186957367085,1.38387342215698,0.112139560513563,0.910712750479087,1,"ASV273"
"ASV274",9.44337192503486,1.22018667478887,2.88920527545468,0.422326058018446,0.672787040654058,1,"ASV274"
"ASV276",11.4494492437059,-1.68634330088368,2.63243341484536,-0.640602452230588,0.521781005935341,1,"ASV276"
"ASV277",9.61227930526777,2.66410572148918,2.16078551335249,1.23293390529807,0.217600424442794,1,"ASV277"
"ASV279",7.72157521009119,-24.5274627177623,3.6531364605585,-6.71408335893711,NA,NA,"ASV279"
"ASV280",10.5434495699,-0.305532829018571,1.743602114965,-0.175230820378251,0.860898267824517,1,"ASV280"
"ASV281",9.54020314670581,1.71877228202943,1.48056018481451,1.16089322113222,0.245685325959203,1,"ASV281"
"ASV283",10.2737451343,-6.90745588270111,3.65370311087392,-1.89053562183079,NA,NA,"ASV283"
"ASV284",10.2086224836384,-1.0206043629796,1.68854837157127,-0.604427080777013,0.545559735713749,1,"ASV284"
"ASV286",9.13092514602172,0.793206387931536,1.8758554823435,0.422850478300485,0.672404355865653,1,"ASV286"
"ASV287",10.6477208819075,-1.36245265048937,2.45092214192913,-0.555893892825571,0.578283393442951,1,"ASV287"
"ASV289",8.39212373986088,0.495029986132351,2.0057509742953,0.246805307576268,0.805058902687848,1,"ASV289"
"ASV290",9.20321988713937,2.21215178794545,2.53975194439346,0.871010963424522,0.383748166942829,1,"ASV290"
"ASV293",9.39544799008429,-0.454587067330485,1.51115509785571,-0.30082092035128,0.763551054753544,1,"ASV293"
"ASV294",9.16013046257271,-0.236435627245315,2.01992932499079,-0.117051435572575,0.906819293892082,1,"ASV294"
"ASV295",10.4369539214521,-0.902940231254367,1.97373678741617,-0.457477530444377,0.647327849091618,1,"ASV295"
"ASV298",10.34248651506,0.360167022790469,1.90022231134614,0.189539413699086,0.849670067236341,1,"ASV298"
"ASV299",10.0685232442246,-1.50993817783402,2.44969229214712,-0.616378711185226,0.537644600547704,1,"ASV299"
"ASV300",8.36611512637268,1.86865993014463,1.67987774277735,1.11237852765116,0.265975432883331,1,"ASV300"
"ASV301",7.86827501714054,21.5916714470454,3.65223359528528,5.9119086673203,NA,NA,"ASV301"
"ASV302",12.0924168091522,-3.87510686851428,2.76557151796036,-1.40119568174184,0.161155565273809,1,"ASV302"
"ASV304",11.548319750531,-0.872019891631845,3.50478726269346,-0.248808223230557,0.80350912988701,1,"ASV304"
"ASV305",12.3404616830027,-2.26136328550004,2.84776771060224,-0.794082774757572,0.427147244750429,1,"ASV305"
"ASV306",9.12837666676351,-0.29098994167093,2.87108845942812,-0.101351785492841,0.919271208915525,1,"ASV306"
"ASV307",7.83472105930171,5.97194945743379,2.72006845708898,2.19551439665786,0.0281267193315923,1,"ASV307"
"ASV308",7.9980931984645,6.26254332357323,2.45839252871406,2.54741390987266,0.0108524626808534,1,"ASV308"
"ASV309",10.5987402505265,-23.954752229418,3.65221880718953,-6.55895867527492,NA,NA,"ASV309"
"ASV310",7.40386784765995,5.38799908826808,3.27218122922582,1.64660778570105,0.0996386891155369,1,"ASV310"
"ASV311",8.74006651016912,0.915635091027137,2.66682160994216,0.343343209614608,0.731340277668038,1,"ASV311"
"ASV312",9.31685244883238,-0.701961804181409,1.40726870492967,-0.49881149330077,0.617912189957599,1,"ASV312"
"ASV313",8.50059907047544,-0.363537995412179,1.86297262507123,-0.195138667374825,0.845284392214704,1,"ASV313"
"ASV315",9.31597644029506,-1.14948416638087,2.45493073393462,-0.468234867278124,0.639616640387982,1,"ASV315"
"ASV316",6.96054690480373,-5.76507437143511,3.65848041415645,-1.57581118901914,NA,NA,"ASV316"
"ASV317",7.56364782291874,3.41587586937002,2.13087961122468,1.60303559683826,0.108926795304881,1,"ASV317"
"ASV318",8.06319872096611,1.49315184619672,2.62735906158416,0.568309017229044,0.569825157193849,1,"ASV318"
"ASV320",7.84949142389407,1.60520301661303,1.61260789804916,0.995408132723962,0.319537804760354,1,"ASV320"
"ASV321",9.16890819214605,-1.06858494790049,3.43066742247645,-0.311480192133904,0.755435598858404,1,"ASV321"
"ASV322",8.24234867064586,0.819281955503977,1.84745553755284,0.443465046303203,0.65742939620961,1,"ASV322"
"ASV323",7.77105166604772,0.857951584297365,2.41244399376543,0.355635855802083,0.72211328784077,1,"ASV323"
"ASV324",9.26799522555841,-6.98986117222546,3.65348317427439,-1.91320469776454,NA,NA,"ASV324"
"ASV325",7.86327699162285,1.21849904459399,2.38501583929351,0.510897673935337,0.609422710037719,1,"ASV325"
"ASV329",9.3434389714059,-2.65572211127548,2.88326876788232,-0.921080317193609,0.357008495626077,1,"ASV329"
"ASV330",6.56596219236724,6.14282542352035,3.52886235759667,1.74073817594403,0.0817294832814433,1,"ASV330"
"ASV331",9.89903484436522,-1.56142661223531,3.17536721819906,-0.491731036110175,0.622909494815143,1,"ASV331"
"ASV332",7.13741958884965,1.36710996307975,2.32307530714712,0.588491453063849,0.556202469027824,1,"ASV332"
"ASV333",9.53845399159424,-0.741936406506311,1.36517527817963,-0.543473368119906,0.586803922521295,1,"ASV333"
"ASV335",8.12746340440668,-0.664397496483987,2.43381250006281,-0.272986311175098,0.784863738179085,1,"ASV335"
