"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ASV699",2.98054824893043,1.74667722940298e-07,3.61489662528274,1.44437382837493,0.148633848509711,1
"ASV700",3.38251299153078,2.67169755622525e-07,3.62147354048843,1.491802450418,0.135750941373657,1
"ASV702",3.50041402911327,-2.35597111853658e-07,1.75543154218613,-0.680616958691454,0.496113893373292,1
"ASV703",4.35565881132178,2.4242367066661e-07,3.42203477941171,0.0255253974313836,0.979635890863835,1
"ASV705",3.46389542449736,2.56730485478124e-08,2.7915756724317,0.304478807462428,0.760763135976181,1
"ASV706",3.85198511703339,1.97318279357046e-07,2.78935477608828,0.156850791507424,0.875362442389725,1
"ASV708",2.73904426962146,-2.45095921155537e-07,3.71294422690246,0,1,1
"ASV710",3.17976810174353,1.08821263448118e-07,3.6572572076761,1.32685926085916,NA,NA
"ASV711",2.86766964841957,-2.37360534567057e-07,3.76206176940342,0,NA,NA
"ASV713",3.3193967748157,-1.22006660353702e-07,3.51474586984485,0.969195732508233,0.332447539897971,1
"ASV714",2.88313550354587,2.61816224682044e-07,3.65575960612324,1.41515755592929,NA,NA
"ASV715",3.38990573135408,-3.71875402067173e-07,2.8645180511274,-1.96918297178282,0.0489320835724705,1
"ASV716",2.7916171272645,1.34018861038054e-07,2.94310344201496,0.419196465652404,0.675072554903204,1
"ASV717",3.75910170178448,-3.72855494470697e-07,2.89300732462162,-1.97572059294472,0.0481864312620709,1
"ASV718",3.04204747646953,-1.02370265095108e-07,1.96292679822558,0.0725264187749136,0.942182981683988,1
"ASV721",3.07835492101752,3.49562393022333e-08,2.77193123447828,0.523204422826754,0.600832003938634,1
"ASV722",3.10358116181147,-8.85572464740446e-08,2.76868435797658,0.768921470365761,0.441939930755206,1
"ASV723",3.00440540124987,2.74294624971701e-08,2.67682907135322,1.58644727483257,0.112637883587127,1
"ASV724",2.82377597447619,9.9220130880569e-08,3.65884814060322,1.25050055007169,NA,NA
"ASV727",3.14826901182257,2.62670426151623e-07,3.65525684503426,1.44979468577037,NA,NA
"ASV728",3.03581629061223,7.24967718945894e-08,2.75146312428669,-0.106821819598236,0.914930336981827,1
"ASV729",3.15153129995399,9.31452809340615e-08,2.22800861525343,0.413305852245442,0.679382542707286,1
"ASV730",3.24877526851887,6.92333765378441e-08,2.78132672033703,0.228806652981372,0.819019195623145,1
"ASV731",5.44070556858161,2.18898354789863e-07,3.56476416462735,-0.767273440990446,NA,NA
"ASV733",2.60598696222454,-2.31895944674694e-07,3.76206176940342,0,NA,NA
"ASV735",2.89746463934094,1.28462437573635e-07,3.65791599177443,1.29345344196143,NA,NA
"ASV736",3.81005242854323,-2.37580824168292e-07,3.76206176940342,0,NA,NA
"ASV737",2.69807631606235,-6.66657572201303e-08,3.27304845879014,-0.0862650131775482,0.931255750205424,1
"ASV738",4.19340242593262,-2.06290117723067e-08,2.87300506915306,-2.17442156345844,0.0296734901193306,1
"ASV740",2.87601526491829,-8.36421922867758e-08,3.00814760683331,0.751440396402691,0.452387658923609,1
"ASV741",2.68171536582442,2.26092694527835e-08,3.59216148582022,0.626201876615361,NA,NA
"ASV743",3.15467244116047,-3.48777911126438e-08,3.57536059668837,-0.268413533626069,0.788381023283993,1
"ASV746",2.58459817426618,-5.60211796877616e-08,3.68489851887659,0.711157615449013,NA,NA
"ASV748",2.40211892861523,7.98434292926394e-08,3.66102286609447,1.16525347012202,NA,NA
"ASV749",2.70534872492412,-1.12317538274683e-07,3.76206176940342,0,NA,NA
"ASV753",2.90785859892076,-8.06181630012091e-08,3.00865743455027,0.418642432965725,0.675477473305314,1
"ASV754",3.44269911595731,6.05424709937369e-08,2.96751195732522,-0.559979479020256,0.57549343496592,1
"ASV755",2.69505037474523,-2.81000541500541e-07,2.50180697546602,0.21034304525371,0.833399941436309,1
"ASV758",3.419296838745,-2.59107169248401e-07,3.50960797513127,-1.31661334430315,0.187968263524902,1
"ASV759",2.88774629556016,2.2278506953601e-08,3.5837109584761,0.152407131278557,NA,NA
"ASV761",3.16830773756646,-2.40396749044742e-07,3.76206176940342,0,NA,NA
"ASV763",3.04132248716244,1.79714377710717e-07,2.86326644932021,1.73911134083877,0.0820151802051511,1
"ASV764",2.84295950826109,-2.36771790081057e-08,3.66397449517229,1.07262859959357,NA,NA
"ASV765",2.49107154856496,6.12815277998358e-07,3.59800002626942,1.37950654871829,0.167738628524448,1
"ASV767",2.39119748441534,-1.97172038737005e-08,3.66064769400698,-1.48738855872608,NA,NA
"ASV768",2.4720030490819,1.65986880422916e-08,3.56708227675823,-0.132556641959161,NA,NA
"ASV769",2.84223573556375,-8.37878226365223e-08,2.99839073272664,-0.274873741711764,0.78341324143475,1
"ASV770",3.05084731686971,-1.7403451867758e-07,1.84603815632518,-0.550480962306708,0.581989531082668,1
"ASV771",4.85995838243713,-2.05491148009617e-08,3.58282406836495,-1.80253138802557,0.0714618409311689,1
"ASV772",3.11632506129296,2.37081853499345e-07,3.4224123105971,0.0696265222582763,0.944490926454659,1
"ASV773",3.04487693223857,6.15128282204021e-08,2.76465997169426,0.489486615493601,0.624497228094543,1
"ASV775",2.83007193410209,1.1747486862192e-07,3.50002423453493,1.31868598913991,0.187274112725823,1
"ASV776",2.9644102648996,1.27258705351886e-07,3.20359835812468,1.45363270488791,0.146048164562223,1
"ASV777",2.59713477592716,-2.38592803850929e-07,3.76206176940342,0,NA,NA
"ASV778",2.9295697948081,1.83657723578112e-07,2.92546982794059,1.611119879641,0.10715359621462,1
"ASV779",2.75486560164453,4.75949916329913e-08,3.66076492904319,1.17446430130684,NA,NA
"ASV782",3.43779598174243,-8.62641883942779e-08,3.58109197586606,-0.453539251272296,NA,NA
"ASV783",3.2500363962756,-1.2935881170894e-07,3.00988773369077,-0.578449760469934,0.562960506862944,1
"ASV784",2.57376252005023,2.87549175340368e-07,3.1405006876021,1.51560311455105,0.12961973905053,1
"ASV785",3.0242063735244,6.88267761812044e-08,3.65819626761509,1.28004587569889,NA,NA
"ASV786",2.85772754126264,2.41048637496027e-07,3.19382529996879,1.44564641194245,0.148276401897223,1
"ASV787",2.55674280503124,2.27696825818984e-07,3.65652683187858,1.36749527473481,NA,NA
"ASV788",2.61681850380415,4.15672552625919e-07,2.89132145976906,1.74103906473826,0.0816767312225403,1
"ASV789",2.58063714357167,1.56432052427403e-07,3.2369715688377,0.555987835247285,0.578219170816561,1
"ASV790",2.98505455761018,-1.1330725989688e-07,3.59755761290485,-0.182805696051437,NA,NA
"ASV791",3.85485153994793,4.21387597206436e-07,3.10027594120626,-0.190393107092353,0.849001098629795,1
"ASV792",3.09743841657239,1.85056400142339e-07,2.75030858521711,0.624099141796114,0.532562477498541,1
"ASV794",2.81002788984337,1.22858373687336e-07,2.92666255882466,1.49325210314308,0.135371208050318,1
"ASV795",2.48892082693019,-2.363972082013e-07,3.76206176940342,0,NA,NA
"ASV796",2.48892082693019,-2.363972082013e-07,3.76206176940342,0,NA,NA
"ASV798",2.24174764163938,-3.58705865831705e-08,3.66136841303285,-1.4618153903678,NA,NA
"ASV799",3.1497756193225,3.59239018676968e-07,2.01866422125217,0.228921586778333,0.818929862214209,1
"ASV800",3.50693611230656,-2.03124583936105e-08,3.65721667015411,-1.63808554265154,NA,NA
"ASV801",2.90912901285593,2.26474328472554e-07,3.56727176369388,-0.334735620451909,NA,NA
"ASV802",3.11049901810893,-9.31866996702532e-08,3.30416554470251,-0.217575604085791,0.827759794241789,1
"ASV803",2.93555397505655,-6.72438660247177e-08,3.5875611770984,-0.113116362966723,0.909938302482241,1
"ASV806",2.29940026078636,-2.33216131503909e-07,3.76206176940342,0,NA,NA
"ASV808",2.51252919903339,-1.07201203114923e-07,3.50464239136416,0.898717932964342,0.368802922539935,1
"ASV809",2.4151317867271,-2.36237179952788e-07,3.76206176940342,0,NA,NA
"ASV810",2.45371079497703,-2.09478733440716e-07,2.34003778811498,-0.0407509159655367,0.96749447020982,1
"ASV811",2.79500140477365,-2.36261461850136e-07,2.76520594369863,-0.683665082646325,0.494186677210544,1
"ASV812",2.4998217720996,-3.89793809440282e-08,2.99755641620446,0.587866092160728,0.556622177531098,1
"ASV813",2.94973748942776,-1.21625388278094e-07,1.59543616249013,-0.357607824014563,0.720636822313688,1
"ASV815",4.40608397743094,2.27301857538211e-07,3.3435924536967,-1.15399370955025,0.248502747888206,1
"ASV816",3.47245586927047,-2.55834360486804e-07,3.52111365518406,-1.38131572992951,0.167181903766727,1
"ASV817",3.47019704007848,2.76322422224813e-07,3.5634803303734,0.231536442247287,NA,NA
"ASV818",2.79916453865768,-3.51205227586196e-07,3.17964512224364,-1.32285373595115,0.185884023094571,1
"ASV819",2.64267617766996,2.56891015059177e-07,2.6966622394923,0.514321208324486,0.607027436270108,1
"ASV820",2.386543049679,3.67272564873051e-08,3.66564897736151,1.02826119948279,NA,NA
"ASV822",2.36146219146649,-2.37317861764251e-07,3.76206176940342,0,NA,NA
"ASV823",2.14211441312207,-1.95895046214449e-08,3.66190423576263,-1.44380177915596,NA,NA
"ASV824",2.8885895061607,-3.11550019295469e-07,3.17065669359018,-1.61419109590281,0.106485982754242,1
"ASV825",2.58574815593609,-2.71332625345881e-07,3.4679215021385,-0.927455493814928,0.353690089397736,1
"ASV826",2.26198847052432,1.43042844305701e-07,3.22418863503818,0.471813868514196,0.637059650976033,1
"ASV827",2.95836379899864,1.85832317259419e-07,2.97998767984504,0.142659143338979,0.886559385484539,1
"ASV828",2.43930761735987,-4.32322057382052e-07,2.85923383558,-0.819724247714342,0.412373323798328,1
"ASV829",2.47646697339296,-1.7800132931184e-07,3.00405950869301,-0.0994685086170297,0.920766290356377,1
"ASV830",2.82853022707946,1.65740992640078e-07,2.96962656800348,-0.0791192387464843,0.936937781174563,1
"ASV832",2.32822883538923,-1.28082981470373e-08,3.51516683396773,0.744618531608509,0.456502361766971,1
"ASV833",2.45902146701296,8.01304302023495e-08,3.66276518772425,1.10802993699061,NA,NA
"ASV834",2.33914767268816,2.91282795521466e-07,3.6571570056489,1.33220216039067,NA,NA
"ASV835",2.79980655589256,-2.13446969499185e-06,2.57709188837992,-1.67708566615815,0.0935257313120949,1
"ASV839",3.67201595537994,-6.68764699450098e-08,3.58324549101115,-0.649634369424153,0.5159284268133,1
"ASV840",3.27314037148612,-2.01365530676721e-08,3.65774901448346,-1.61067228761556,NA,NA
"ASV841",2.72745836317662,2.81334634891502e-08,3.27832976015455,0.251185444409105,0.801670737565007,1
"ASV843",2.21160490623018,-1.6389616576568e-07,3.7035985039751,0.540197494506085,NA,NA
"ASV844",2.22133668320357,-2.42369758139868e-07,3.71392370866428,0,1,1
"ASV845",2.67580277626011,4.03994355540024e-07,2.75905305184106,1.80217030864014,0.0715186145753825,1
"ASV847",2.28474888960239,2.4625300773042e-07,3.65733325971485,1.32286475225727,NA,NA
"ASV848",2.50978762044921,2.66747654540941e-07,3.61459310185811,1.37559415845092,0.16894731624223,1
"ASV849",3.33492963355422,2.629223228642e-07,3.65495798366225,1.47190742163477,NA,NA
"ASV852",3.02422024006627,3.53191639444339e-07,2.31741935023976,-0.0992757738899245,0.920919313015166,1
"ASV855",2.61278144677155,8.96717460593475e-08,2.56191546596716,0.531853870428265,0.594827208707843,1
"ASV856",3.73449600548528,6.5385727438495e-08,3.57263575508602,-0.544239273464321,0.586276829327012,1
"ASV857",2.21838595443778,-2.37350620529086e-07,3.76206176940342,0,NA,NA
"ASV858",2.63209269503007,2.60886024086989e-07,3.65634096553305,1.3785300142471,NA,NA
"ASV859",2.48228902855241,2.58069744425428e-07,3.65673576340238,1.35544485897799,NA,NA
"ASV860",2.21793200261198,2.33905558124838e-07,3.57592586010493,0.113336619483477,NA,NA
"ASV861",2.86218132748958,2.80504415683561e-07,1.79065383124796,-0.871183547073678,0.383653941948913,1
"ASV863",2.4447123869957,2.33767182153035e-07,2.71854004596451,1.04164498453161,0.29757630440774,1
"ASV865",2.08841867835678,1.5901131341695e-07,3.23980982521889,0.897342305684457,0.369536288392508,1
"ASV866",4.98265409312272,-2.33999171221645e-08,3.65502304977563,-1.77631985657193,NA,NA
"ASV867",4.98265409312272,-2.33999171221645e-08,3.65502304977563,-1.77631985657193,NA,NA
"ASV868",4.98265409312272,-2.33999171221645e-08,3.65502304977563,-1.77631985657193,NA,NA
"ASV869",3.33753562267105,1.60853082051621e-07,3.23490242387255,-0.115736265223829,0.907861563876678,1
"ASV870",3.11976996619988,-8.177896963632e-08,3.58490108707158,-0.284713002859136,0.77586402793695,1
"ASV872",2.57700750436716,-9.36155241562582e-08,3.58138670201161,-0.311778115088487,0.755209157232204,1
"ASV873",2.27245817388849,1.36575333752137e-08,2.44431655340036,1.5704571749379,0.116308789953287,1
"ASV874",2.1642789799393,-2.29186463422704e-07,3.76206176940342,0,NA,NA
"ASV878",1.94284795608746,-6.07237220424168e-08,3.66313905818331,-1.40511662724156,NA,NA
"ASV879",1.94284795608746,-6.07237220424168e-08,3.66313905818331,-1.40511662724156,NA,NA
"ASV880",2.91459455098986,-2.54808170297678e-08,3.57539063525069,-1.60042748029766,0.109503782883132,1
"ASV881",2.30065131165461,2.50777102017711e-07,2.72571130538293,0.361316843414916,0.717862603795003,1
"ASV882",2.18140796149904,2.40791692056546e-07,2.48091141208043,0.178206408006859,0.858560877415198,1
"ASV884",2.21303347429189,1.02882710772904e-07,2.50227580777179,-0.155681414173133,0.876284147870663,1
"ASV885",2.44948075069901,5.17915817931965e-08,3.25393478952559,-0.117766037683728,0.906253040243294,1
"ASV886",2.73371238372248,3.44864628197218e-07,3.07469360780643,-0.202379009346807,0.839620436993824,1
"ASV887",4.2966811473589,-6.26611258712578e-08,2.96585134366869,-1.32461487090981,0.185298921069061,1
"ASV888",2.44906383199309,-1.90501756433137e-08,3.57467185747481,-0.181327841995551,0.856110253496379,1
"ASV890",2.52171432173657,-2.44163884349198e-07,3.76206176940342,0,NA,NA
"ASV891",2.25563304180208,9.29914042555786e-08,3.19086461842117,1.30906294284582,0.190513030554585,1
"ASV895",2.36120175886693,2.89426969422531e-07,3.65709416915355,1.33558455910403,NA,NA
"ASV896",2.36120175886693,2.89426969422531e-07,3.65709416915355,1.33558455910403,NA,NA
"ASV897",2.06562145036171,2.89910851392385e-07,3.6096567218797,1.3001258122459,0.193557852162567,1
"ASV899",2.18091883611649,-6.20931602155423e-08,3.5715434943421,0.0271304611860409,0.978355679184835,1
"ASV901",2.46243198650864,4.09088799884515e-07,2.23388252969016,0.523000419840221,0.600973961082473,1
"ASV902",2.82448947228469,-1.45427264333333e-07,2.05531437672266,-0.976306313444661,0.328912692232555,1
"ASV903",2.35829739638949,8.88434888195176e-08,3.25511106701496,0.0379063826623262,0.969762324079608,1
"ASV904",3.05636610710146,1.9935230349807e-07,3.56301604198986,-0.0858493761437748,NA,NA
"ASV905",2.29159046134104,-8.88055445275458e-08,3.50458798722817,0.908558288193569,0.363583332821884,1
"ASV906",2.01489641769626,3.36449489346824e-08,3.49826876875687,1.08314076734736,0.278745946169357,1
"ASV907",1.88101792941878,5.87735742709234e-08,3.66662346809921,1.00453411435753,NA,NA
"ASV909",2.07923380276413,4.05353843016122e-07,2.91523546083174,1.61320529800998,0.106699912813052,1
"ASV910",2.43950054661324,2.78436586098344e-07,3.65686187489945,1.34834344950247,NA,NA
"ASV911",1.84321472757016,-7.60250810004179e-08,3.66385556121592,-1.38425904181244,NA,NA
"ASV912",2.37740541518519,-1.91131064938683e-08,3.57320993046348,-1.52056362816359,0.128369380050625,1
"ASV913",2.04270448789559,3.36302223095834e-07,3.02675411319938,0.522487044462418,0.601331264540365,1
"ASV914",2.24314066986465,2.42607214913924e-07,3.04996352121293,-0.370448487992352,0.711048351238898,1
"ASV915",2.88348080345206,-1.99057060652187e-08,3.6588273323557,-1.56029421389089,NA,NA
"ASV916",2.19255756931049,-2.36022734890294e-07,3.69119893420102,-0.950160480708431,NA,NA
"ASV917",2.16623933351961,-5.16051589947163e-09,2.96571307842362,0.554660082004333,0.579127184772792,1
"ASV918",3.23477403309786,5.0118740682114e-08,3.24985657775856,-0.549029238729794,0.582985384478732,1
"ASV919",1.94177423793481,-2.41703722041011e-07,3.72001081166316,0,1,1
"ASV920",1.9672157032223,-3.50568437244907e-08,3.50026321032956,0.958649068545821,0.337735564313335,1
"ASV921",2.31419721050589,1.02587161502999e-08,3.66481658940956,1.04970388062944,0.293854279027084,1
"ASV922",2.02857644804639,3.39521790051777e-08,3.6682982871561,0.966768388747232,0.333659830408462,1
"ASV925",2.24011448918144,2.61811946122289e-07,3.65749126694074,1.31467564644727,NA,NA
"ASV927",2.24324290288206,-1.78237444171929e-08,3.57503173847488,-1.49654919368418,0.134510598483607,1
"ASV928",2.30039592375413,-7.06520586665891e-08,3.00821378330757,0.184975680733282,0.853248110358179,1
"ASV929",2.19421686494172,1.87628880799423e-07,2.97298447153396,0.985675571009237,0.324292340877922,1
"ASV930",2.3606955950815,1.59203608919505e-07,2.61827828724483,-0.272846143482347,0.784971487402772,1
"ASV931",1.80505610579354,-7.66490737780782e-08,3.49100947403719,0.839291158683887,0.401305943385533,1
"ASV932",2.55883037894149,-2.42091964753296e-07,3.72282595353518,0,1,1
"ASV935",1.94785108194537,-5.18780190560113e-07,3.76206176940342,0,NA,NA
"ASV936",1.94785108194537,-5.18780190560113e-07,3.76206176940342,0,NA,NA
"ASV937",1.81799501043641,-2.08945748911141e-08,3.67154253773433,0.90239536420332,0.366846882820706,1
"ASV938",2.13850305930256,5.14262065339245e-08,3.51163636440572,1.03024704045356,0.302894052741311,1
"ASV939",1.93210542938168,-1.65287215273728e-07,3.76206176940342,0,NA,NA
"ASV941",1.84761198610548,-2.33888737051502e-07,3.71265635578749,-0.780477539695889,NA,NA
"ASV942",2.92145321453161,-3.03745714116267e-07,3.21164909943737,-1.59218368061543,0.11134343896538,1
"ASV945",2.59657668136147,-2.44487805388759e-07,3.66899452674207,-1.25972105130883,NA,NA
"ASV946",2.28280172347834,1.96927595368105e-07,3.21244298878425,0.250107506813962,0.802504210836956,1
"ASV947",2.67882342591304,3.12206611805594e-07,3.37166209266301,-0.583413024836199,0.559615291789627,1
"ASV948",2.131298902408,2.66552864785194e-07,3.36996283455679,0.227689768501721,0.819887427092408,1
"ASV950",2.26307695540461,-8.59373905211486e-09,3.76206176940342,0,NA,NA
"ASV952",1.816791893339,4.39878354488718e-07,3.48318555109247,1.13039816340126,0.25830848767001,1
"ASV953",1.90279017365283,2.01705136711988e-07,3.66002021248064,1.20232035552087,NA,NA
"ASV954",2.25401765598593,2.64318643937608e-07,3.61452792144549,1.33240281267179,0.182727858360607,1
"ASV957",1.77215860346028,-1.35024318248188e-07,3.55081138490012,-0.530871534388801,0.59550780472263,1
"ASV958",2.28418617110555,-2.00063367113922e-08,3.57873824041486,-1.50198328218079,0.133101426405735,1
"ASV959",1.88378981735799,7.87379681376553e-08,3.23831485976344,0.292078006096606,0.770226982434399,1
"ASV960",1.61005907974735,2.35334539893353e-07,3.6069767599513,0.370932180466807,NA,NA
"ASV961",2.04035903728693,-1.83017988666954e-07,2.72315132435642,-0.681983873044517,0.495249148379277,1
"ASV965",2.94038335266824,1.53408489992108e-07,2.33021217006255,-1.52755298400992,0.126623562636772,1
"ASV966",2.64968506263162,-1.98752964453005e-08,3.65962590114865,-1.52667532949859,NA,NA
"ASV968",2.28680704912904,2.426997778209e-07,3.38074694754217,0.0372258820828612,0.970304901993162,1
"ASV969",2.0794374671474,1.37072007598263e-08,3.00352825694441,0.50406255199872,0.614217421249536,1
"ASV970",2.04906816162916,-2.62502400138604e-07,3.47864840860377,-1.10420772297462,0.269503040288701,1
"ASV971",4.43672938604186,-2.05273485176978e-08,3.65567659511131,-1.72992679480018,NA,NA
"ASV972",2.06123684172304,-2.33911856413981e-07,3.72433460902049,0,1,1
"ASV973",1.8396371329484,-3.17863883723188e-07,3.76206176940342,0,NA,NA
"ASV976",1.67354076158019,1.16581420546771e-07,3.6674213716665,0.986099395372251,NA,NA
"ASV978",1.77494399816765,2.98878640559521e-07,3.62330162390679,1.23494165756755,0.216852218239873,1
"ASV979",2.05848358465322,2.58435330578555e-07,3.6581743746548,1.28108511780654,NA,NA
"ASV980",2.15665020965555,-8.26968999276663e-08,2.83212688392254,-1.41014951793138,0.158495538352956,1
"ASV981",1.87523691339939,3.37996337030996e-07,3.03338598914211,0.60166449774879,0.547397486554733,1
"ASV982",1.92668237832054,-2.24712880555974e-07,2.49786562916165,-0.684264552223674,0.493808126542188,1
"ASV983",1.88858827680002,8.56771655417267e-08,2.71453961232098,0.173235706013497,0.862466158576349,1
"ASV984",2.13060794324584,-3.76182447473392e-07,2.1875224196167,-0.21851341917111,0.827029103944314,1
"ASV985",2.19603090035286,-2.17728689528434e-07,2.34544475457742,-0.179675726216165,0.857407150962183,1
"ASV988",2.03000151863614,-1.12178543588326e-08,3.56121291026801,-0.102370007671428,0.918462988989742,1
"ASV990",2.59581651374433,-1.89722844606593e-08,3.65983112912319,-1.51847086161301,NA,NA
"ASV992",1.74564484913933,-6.7711556961558e-08,3.66740782030971,0.986405266767787,0.323934281629512,1
"ASV993",1.78553015844992,-2.32958499436346e-07,3.76206176940342,0,NA,NA
"ASV995",1.91426336533511,1.45644646180465e-07,3.66406463173203,1.07011341084515,0.284568263334277,1
"ASV996",2.08552372112777,-1.96619553115324e-07,3.4805140356735,0.525296173561747,0.599377316999823,1
"ASV997",1.77109664359987,-3.19217632311027e-07,3.76206176940342,0,NA,NA
"ASV998",1.79515984183045,-2.16323912459438e-08,3.6593988870431,1.22714280342999,NA,NA
"ASV999",1.99793994981048,2.73389121318555e-07,3.65842963406398,1.26922413865783,NA,NA
"ASV1000",1.79906355661513,-2.24331845378386e-07,3.47435138863729,-1.20222339837277,0.229276986162897,1
"ASV1001",2.01709330446239,-2.18819554077487e-07,2.97925972444837,-0.806036156893846,0.42022200139852,1
"ASV1003",2.14185743083499,-3.47959408809672e-09,2.55801577275616,-0.101453077625614,0.919190803931394,1
"ASV1004",2.493821235418,-1.43616096636444e-08,3.66024108912157,-1.50256606334626,NA,NA
"ASV1005",2.493821235418,-1.43616096636444e-08,3.66024108912157,-1.50256606334626,NA,NA
"ASV1006",2.16859393956743,8.43180059635649e-08,3.52561174528398,-0.300497217567666,0.763797918479049,1
"ASV1007",1.82764616227859,-3.36633415628001e-08,3.54949921225376,-0.0960246562666742,0.923500990176326,1
"ASV1008",1.5749468546257,-4.60489691843545e-08,3.67816923561876,0.796237007543526,0.425894291212739,1
"ASV1009",1.83172746164407,7.22117469001177e-08,3.5033651570543,1.0855106686522,0.277695541102346,1
"ASV1010",1.61128837598727,-8.87553404572343e-08,3.49076625819689,0.770933642704153,0.440746264734328,1
"ASV1011",1.69715818585284,-8.2128214319237e-08,3.49538279424749,0.832398275313517,0.405184175227909,1
"ASV1012",1.82215714180893,-1.41454363692581e-07,3.1814972930458,0.817017057596383,0.413918680137627,1
"ASV1014",2.06909893065564,-2.35928433895753e-07,3.76206176940342,0,NA,NA
"ASV1016",1.71742704833927,-2.34843964703568e-07,3.76206176940342,0,NA,NA
"ASV1018",1.99951003033652,2.62217965840859e-07,3.61952167681871,1.28304736052988,0.19947548403904,1
"ASV1019",1.93739631496773,2.57327152881841e-07,3.65870082134616,1.25699712851996,NA,NA
"ASV1021",1.48698822581693,2.19834482092528e-07,3.66137392932468,1.15305484253826,NA,NA
"ASV1022",1.48698822581693,2.19834482092528e-07,3.66137392932468,1.15305484253826,NA,NA
"ASV1023",1.90393340790401,-4.17865039253532e-08,3.22024040293388,-0.55763565645961,0.577093203112759,1
"ASV1025",1.74038768127755,-8.52818974471486e-08,3.25578393502964,0.132961911699223,0.894223503043469,1
"ASV1026",1.87270711756056,3.98938140163308e-07,2.77954533438227,0.228924204126818,0.818927827882069,1
"ASV1027",2.97972963027465,-3.46472100057701e-07,3.5775885185654,-0.519316963044993,0.603539726140899,1
"ASV1028",2.68230806499536,3.56524521905955e-07,3.09788806021377,0.070341379565452,0.943921947923909,1
"ASV1029",2.26501532177995,-2.59488645623338e-07,3.02070687228546,-0.104243492142725,0.916976120221346,1
"ASV1030",2.41588932181119,-3.90304598030617e-08,3.66057830629556,-1.48993848602357,NA,NA
"ASV1031",2.41588932181119,-3.90304598030617e-08,3.66057830629556,-1.48993848602357,NA,NA
"ASV1032",1.99229297243244,2.76944464229618e-07,3.5784783807363,-0.0146613842913226,0.988302326916662,1
"ASV1033",1.88246450035628,-2.74017701861148e-07,3.4786916875438,-1.10049319277638,0.271117293940059,1
"ASV1034",1.80273756543444,2.61070626108708e-07,3.37512904796066,0.11556022715287,0.908001085789707,1
"ASV1037",1.91390507819604,3.48679407480757e-07,3.03728581937386,0.892396524190078,0.3721804334921,1
"ASV1038",1.92333813381414,-2.59928342779929e-07,3.48071307428817,-1.14283762552478,0.253106013787692,1
"ASV1039",2.18273844402692,2.75880216328163e-07,3.36777028523337,0.643200686297055,0.520093888051839,1
"ASV1040",1.81632884664309,1.0171313462344e-07,2.72999346396138,0.559366115757753,0.575911881520562,1
"ASV1041",2.59393700466241,-2.31384862958767e-07,3.66660357363435,-1.31295192774913,0.189199147356382,1
"ASV1042",1.58403129076394,-2.66586033308144e-07,3.76206176940342,0,NA,NA
"ASV1043",1.58403129076394,-2.66586033308144e-07,3.76206176940342,0,NA,NA
"ASV1044",2.14510555200111,-2.39665627637888e-07,3.72712294559286,0,1,1
"ASV1045",1.81831628672404,4.05175092915057e-07,2.87466512240231,1.45163244400499,0.146603832580643,1
"ASV1047",1.83334127145651,2.67546061331524e-07,3.62327039495688,1.24738340000931,0.212256950291719,1
"ASV1048",2.46149568190907,2.92531363335437e-07,3.65681270365487,1.3510973039299,NA,NA
"ASV1049",1.99011886697396,3.02017546536767e-07,3.65846902086239,1.26742492332125,NA,NA
"ASV1051",1.48544428263648,-3.39597021384897e-08,3.50328953003175,-0.576438906839015,0.564318552832831,1
"ASV1052",1.70229661030029,-2.28811711534347e-07,3.68192967094355,-1.05263801055479,0.292506929340161,1
"ASV1053",1.51035755982145,-1.12953866321052e-07,3.23432945551273,-0.343693109615688,0.731077093595663,1
"ASV1054",1.57172491207652,-2.30850219282701e-07,3.69232254737349,-0.93931227528552,0.347570437993362,1
"ASV1055",1.70140931977291,-7.72117525240408e-08,2.76025756235058,0.498513382001233,0.618122239503629,1
"ASV1056",2.16199677493637,4.47018777678931e-08,2.90337455458414,-0.774584690338858,0.438585106692504,1
"ASV1059",2.64474070325159,2.43594302456585e-07,3.36946771140872,-0.605662155579339,0.544739119180153,1
"ASV1060",2.28813530130309,3.486807184812e-07,3.58189923361651,0.296771290849703,NA,NA
"ASV1061",1.97725297940867,7.91673105487349e-08,3.25204666076924,0.0620776231346655,0.950501016774479,1
"ASV1064",1.53293350719091,-1.78104672419788e-07,3.76206176940342,0,NA,NA
"ASV1065",1.5961265166254,-2.37213088458175e-07,3.74029871591725,0,1,1
"ASV1066",1.62933721528753,1.24033170064791e-07,3.66489476135891,1.04764310029359,NA,NA
"ASV1067",1.63196349257313,2.55646852215752e-07,3.66036198386258,1.18930140869809,NA,NA
"ASV1068",1.44468181350093,-3.28783484372718e-08,3.66769589620968,-1.28777242357756,NA,NA
"ASV1069",2.41278693158834,-2.03930488737044e-08,3.58518265741243,-1.51941240963549,0.128658720257144,1
"ASV1070",1.73665068628217,3.10655700874433e-07,3.36351825739374,0.502984622863305,0.614975083435904,1
"ASV1072",1.93987404422346,3.06521833428078e-07,2.44508556160037,-0.00566716142796483,0.995478283596845,1
"ASV1073",1.93748474074638,-2.3635315096448e-07,2.23872361953187,-0.318538543608493,0.750076462426611,1
"ASV1074",3.61242421751397,-2.02565584389577e-08,3.65702998083417,-1.64816070238689,NA,NA
